rule,question,answer
,Limit the decimal places of the number 3.14159 to two and display it.,"{% print truncate(3.14159, 2) %}"
,Round the number 3.14159 to two decimal places and print the result.,"{% print truncate(3.14159, 2) %}"
,Truncate the decimal part of 3.14159 to two digits and show the number.,"{% print truncate(3.14159, 2) %}"
,Iterate over the numbers 1 through 5 and print 'Count: + number' only for odd numbers.,"{% for i in range(1 , 6) %}{% if i % 2 == 1 %}{{'Count: ' ~  i|string }}{% endif %}{% endfor %}"
,Go through the numbers 1 to 5 and display 'Count: + number' for each odd number.,"{% for i in range(1 , 6) %}{% if i % 2 == 1 %}{{'Count: ' ~  i|string }}{% endif %}{% endfor %}"
,Traverse the numbers 1 to 5 and print 'Count: + number' only for those that are odd.,"{% for i in range(1 , 6) %}{% if i % 2 == 1 %}{{'Count: ' ~  i|string }}{% endif %}{% endfor %}"
,"If experience is less than 5, set the variable 'level' to 1; otherwise, set it to 2. Convert the 'level' variable to a string and print 'Level: ' concatenated with the result.",{% set level = 0 %} {% if experience < 5 %} {% set level = 1 %} {% else %} {% set level = 2 %} {% endif %} {% print 'Level: ' ~ level | string %}
,"If experience is less than 5, set 'level' to 1; otherwise, set it to 2. Convert 'level' to a string and print 'Level: ' + result.",{% set level = 0 %} {% if experience < 5 %} {% set level = 1 %} {% else %} {% set level = 2 %} {% endif %} {% print 'Level: ' ~ level | string %}
,Merge 'Good' and 'Bye' to produce the outcome,"{{ join('Good', 'Bye') }}"
,Combine 'Good' and 'Bye' to form the result,"{{ join('Good', 'Bye') }}"
,Integrate 'Good' and 'Bye' to achieve the desired result,"{{ join('Good', 'Bye') }}"
,Craft a template to generate a sequence from 0 to the value of 'max_count' and store it in the variable 'a'.,"{% set a = range(0, max_count) %}"
,Develop a template to produce a series of numbers starting from 0 up to the value of 'max_count' and assign it to the variable 'a'.,"{% set a = range(0, max_count) %}"
,Create a template to generate a list of integers from 0 to 'max_count' and store it in the variable 'a'.,"{% set a = range(0, max_count) %}"
,Craft a template to generate a sequence from 0 to a variable's value and store it in the variable 'a'.,"{% set a = range(0, limit) %}"
,Develop a template to produce a series of numbers starting from 0 up to the value of a variable and assign it to 'a'.,"{% set a = range(0, limit) %}"
,Create a template to generate a list of integers from 0 to the value of a variable and store it in 'a'.,"{% set a = range(0, limit) %}"
,Craft a template to generate a sequence from 2 to 12 and store it in the variable 'a'.,"{% set a = range(2, 13) %}"
,Develop a template to produce a series of numbers from 2 to 12 and assign it to the variable 'a'.,"{% set a = range(2, 13) %}"
,Create a template to generate a list of integers from 2 to 12 and assign it to the variable 'a'.,"{% set a = range(2, 13) %}"
,"Craft a template to generate a sequence from 5 to a dynamically defined end point, and store it in the variable 'a'.","{% set a = range(5, end_num) %}"
,"Develop a template to produce a series of numbers starting from 5 up to a variable end point, and assign it to the variable 'a'.","{% set a = range(5, end_num) %}"
,"Create a template to generate a range of numbers from 5 to a variable end point, and store it in the variable 'a'.","{% set a = range(5, end_num) %}"
,Assign the variable 'message' to the string 'Good morning' and then display it.,"{% set message = 'Good morning' %}
{% print message %}"
,Set the variable 'message' to 'Good morning' and output it.,"{% set message = 'Good morning' %}
{% print message %}"
,Define 'message' as 'Good morning' and then print it.,"{% set message = 'Good morning' %}
{% print message %}"
,Assign the variable 'status' to 'active' and display its value,"{% set status = 'active' %}
{% print status %}"
,Set the variable 'status' to 'active' and output it,"{% set status = 'active' %}
{% print status %}"
,Define 'status' as 'active' and print its value,"{% set status = 'active' %}
{% print status %}"
,Merge the variable 'prefix' with 'suffix' and display the result,{{ prefix ~ suffix }}
,Join the variable 'prefix' and 'suffix' to form the final output,{{ prefix ~ suffix }}
,Concatenate the variable 'prefix' and 'suffix' to produce the desired result,{{ prefix ~ suffix }}
,Assign the variable 'level' to 1 and display its value,{% set level = 1 %} {{level}}
,Set the variable 'level' to 1 and output its current state,{% set level = 1 %} {{level}}
,Define 'level' as 1 and print its value,{% set level = 1 %} {{level}}
,"Concatenate the 'city' and 'country' variables, convert the result to uppercase, and then print it.",{% print  upper(city ~ country) %}
,"Merge the 'city' and 'country' variables, transform the combined string to uppercase, and finally display it.",{% print  upper(city ~ country) %}
,"Integrate the 'city' and 'country' variables, change the combined string to uppercase, and output it.",{% print  upper(city ~ country) %}
,Assign the variable 'priority' to 'HIGH' and then convert it to uppercase,"{% set priority = 'high' %}
{{ upper(priority) }}"
,Set the variable 'priority' to 'high' and then capitalize it,"{% set priority = 'high' %}
{{ upper(priority) }}"
,Define 'priority' as 'HIGH' and then uppercase it,"{% set priority = 'high' %}
{{ upper(priority) }}"
,"Join 'Hello ' with the value of 'name', then capitalize the entire string",{{ title('Hello ' ~ name)  }}
,"Meld 'Hello ' with the content of 'name', and transform it into title case",{{ title('Hello ' ~ name)  }}
,"Combine 'Hello ' with the variable 'name', and convert the resulting string to uppercase",{{ title('Hello ' ~ name)  }}
,"Transform 'CUSTOMER SUPPORT' into title case, then assign the result to the variable 'department', and finally render it with ' Team'",{% set department = title('CUSTOMER SUPPORT') %} {{ department ~ ' Team' }}
,"Change 'CUSTOMER SUPPORT' to title case, then set the variable 'department' to the resulting value, and then display it with ' Team'",{% set department = title('CUSTOMER SUPPORT') %} {{ department ~ ' Team' }}
,"Convert 'CUSTOMER SUPPORT' to title case, then assign the outcome to the variable 'department', and subsequently render it with ' Team'",{% set department = title('CUSTOMER SUPPORT') %} {{ department ~ ' Team' }}
,"Transform 'user profile settings' into title case, then assign the result to 'page_title', and finally display it.",{% set page_title = title('user profile settings') %} {% print page_title %}
,"Change 'user profile settings' to title case, set 'page_title' to the outcome, and print it.",{% set page_title = title('user profile settings') %} {% print page_title %}
,"Convert 'user profile settings' to title case, assign the result to 'page_title', and then output it.",{% set page_title = title('user profile settings') %} {% print page_title %}
,"If the quantity is greater than 10, set the variable 'size' to 'large'; otherwise, set it to 'small'. Convert the variable to uppercase and render it.",{% set size = '' %} {% if quantity > 10 %} {% set size = 'large' %} {% else %} {% set size = 'small' %} {% endif %} {{ upper(size) }}
,"If the quantity exceeds 10, assign the variable 'size' the value 'large'; otherwise, assign it the value 'small'. Convert the variable to uppercase and display it.",{% set size = '' %} {% if quantity > 10 %} {% set size = 'large' %} {% else %} {% set size = 'small' %} {% endif %} {{ upper(size) }}
,"If the quantity is more than 10, set the variable 'size' to 'large'; otherwise, set it to 'small'. Convert the variable to uppercase and output it.",{% set size = '' %} {% if quantity > 10 %} {% set size = 'large' %} {% else %} {% set size = 'small' %} {% endif %} {{ upper(size) }}
,"Join 'Order #' with the value of 'order_id', then assign the result to 'order_label', and finally print it.",{% set order_label = 'Order #' ~ order_id %} {% print order_label %}
,"Concatenate 'Order #' and 'order_id', then set 'order_label' to the combined result, and print it.",{% set order_label = 'Order #' ~ order_id %} {% print order_label %}
,"Merge 'Order #' with 'order_id', then assign the outcome to 'order_label', and display it.",{% set order_label = 'Order #' ~ order_id %} {% print order_label %}
,"Convert 'BACKUP COMPLETED' to title case, then set 'status_msg' to the result, and finally print it.","{% set status_msg = title('BACKUP COMPLETED') %}
{% print status_msg %}"
,"Transform 'BACKUP COMPLETED' into title case, then assign the result to 'status_msg', and then display it.","{% set status_msg = title('BACKUP COMPLETED') %}
{% print status_msg %}"
,"Change 'BACKUP COMPLETED' to title case, then update 'status_msg' with the result, and finally output it.","{% set status_msg = title('BACKUP COMPLETED') %}
{% print status_msg %}"
,"Join the 'protocol' and '://' variables, then append the 'hostname' variable to the result. Finally, print 'URL: ' followed by the concatenated string.","{% set temp = 'URL: ' ~ protocol ~ '://' ~ hostname %}
{% print temp %}"
,"Concatenate the 'protocol' and '://' variables, and then add the 'hostname' variable to the end of the result. After that, display 'URL: ' and the combined string.","{% set temp = 'URL: ' ~ protocol ~ '://' ~ hostname %}
{% print temp %}"
,"Merge the 'protocol' and '://' variables, and then include the 'hostname' variable in the final result. Finally, output 'URL: ' and the combined string.","{% set temp = 'URL: ' ~ protocol ~ '://' ~ hostname %}
{% print temp %}"
,"Convert the variable 'error_type' to uppercase, then set 'error_label' to 'ERROR: ' concatenated with the result, and finally print it.",{% set error_label = 'ERROR: ' ~ upper(error_type) %} {% print error_label %}
,"Change the variable 'error_type' to uppercase, then set 'error_label' to 'ERROR: ' followed by the result, and then display it.",{% set error_label = 'ERROR: ' ~ upper(error_type) %} {% print error_label %}
,"Transform the variable 'error_type' to uppercase, then set 'error_label' to 'ERROR: ' appended with the result, and then output it.",{% set error_label = 'ERROR: ' ~ upper(error_type) %} {% print error_label %}
,"Transform 'system administrator' into title case, then assign 'role_name' to the outcome, and finally display it.",{% set role_name = title('system administrator') %} {{ role_name }}
,"Change 'system administrator' to title case, then set 'role_name' to the result, and render it.",{% set role_name = title('system administrator') %} {{ role_name }}
,"Convert 'system administrator' to title case, then assign 'role_name' to the outcome, and display it.",{% set role_name = title('system administrator') %} {{ role_name }}
,"Join 'Build ' with the value of 'build_number', then convert the result to uppercase and display it.",{{ upper('Build ' ~ build_number) }}
,"Meld 'Build ' with the variable 'build_number', then transform the combined string to uppercase and output it.",{{ upper('Build ' ~ build_number) }}
,"Combine 'Build ' with the variable 'build_number', then convert the entire string to uppercase and show the result.",{{ upper('Build ' ~ build_number) }}
,"Convert the variable 'environment' to lowercase, then set the variable 'env_name' to the result concatenated with '_env', and finally print it.",{% set env_name = lower(environment) ~ '_env' %} {% print env_name %}
,"Change the variable 'environment' to lowercase, then assign the result to 'env_name', appending '_env' to it, and then display the value.",{% set env_name = lower(environment) ~ '_env' %} {% print env_name %}
,"Transform the variable 'environment' to lowercase, then set 'env_name' to the lowercase result followed by '_env', and print the final value.",{% set env_name = lower(environment) ~ '_env' %} {% print env_name %}
,"Join the variable 'user_type' with '_user', convert the combined string to uppercase, and then prepend 'Type: ' to the result.",{% set temp =  'Type: ' ~ upper(user_type ~ '_user') %}{% print temp %}
,"Concatenate 'user_type' and '_user', convert the result to uppercase, and finally prepend 'Type: ' to it.",{% set temp =  'Type: ' ~ upper(user_type ~ '_user') %}{% print temp %}
,"Merge 'user_type' and '_user', convert the combined string to uppercase, and then add 'Type: ' at the beginning.",{% set temp =  'Type: ' ~ upper(user_type ~ '_user') %}{% print temp %}
,"Convert 'CONFIGURATION LOADED' to title case, then set 'config_status' to the result, and render it.",{% set config_status = title('CONFIGURATION LOADED') %} {{ config_status }}
,"Transform 'CONFIGURATION LOADED' to title case, then update 'config_status' with the outcome, and display it.",{% set config_status = title('CONFIGURATION LOADED') %} {{ config_status }}
,"Change 'CONFIGURATION LOADED' to title case, then assign 'config_status' to the new value, and show it.",{% set config_status = title('CONFIGURATION LOADED') %} {{ config_status }}
,"Join 'Session ' with the value of 'session_id', then convert the result to lowercase and display it.",{{ lower('Session ' ~ session_id) }}
,"Merge 'Session ' with the variable 'session_id', and then convert the combined string to lowercase before outputting it.",{{ lower('Session ' ~ session_id) }}
,"Concatenate 'Session ' and 'session_id', and then convert the entire string to lowercase before rendering it.",{{ lower('Session ' ~ session_id) }}
,"Convert the variable 'module_name' to uppercase, then set the variable 'module_label' to 'MODULE: ' concatenated with the result, and finally print it.",{% set module_label = 'MODULE: ' ~ upper(module_name) %} {% print module_label %}
,"Change the variable 'module_name' to uppercase, then assign the variable 'module_label' to 'MODULE: ' followed by the result, and then display it.",{% set module_label = 'MODULE: ' ~ upper(module_name) %} {% print module_label %}
,"Transform the variable 'module_name' to uppercase, then set the variable 'module_label' to 'MODULE: ' appended with the result, and then output it.",{% set module_label = 'MODULE: ' ~ upper(module_name) %} {% print module_label %}
,"Join the 'hostname' variable with a colon and the 'port' variable, then assign the result to the 'endpoint' variable, and finally display it.","{% set endpoint = hostname ~ ':' ~ port %}
{{endpoint}}"
,"Concatenate the 'hostname' and ':' variables, then append the 'port' variable to the result, and set the 'endpoint' variable to this concatenated string, and then output it.","{% set endpoint = hostname ~ ':' ~ port %}
{{endpoint}}"
,"Merge the 'hostname' and ':' variables, then add the 'port' variable to the end of the result, and store the final string in the 'endpoint' variable, and then print it.","{% set endpoint = hostname ~ ':' ~ port %}
{{endpoint}}"
,Display the text 'Hello',{% print 'Hello' %}
,Output the string 'Hello',{% print 'Hello' %}
,Print the message 'Hello',{% print 'Hello' %}
,Display the value of 42,{% print 42%}
,Output the number 42,{% print 42%}
,Print the integer 42,{% print 42%}
,Transform the text 'Welcome' into a visual representation,{{ 'Welcome' }}
,Convert the phrase 'Welcome' into a graphical output,{{ 'Welcome' }}
,Render the word 'Welcome' as an image,{{ 'Welcome' }}
,Express the quantity of 100,{{100}}
,Transform the figure of 100,{{100}}
,Convert the number 100 into a form,{{100}}
,Display the value of the variable 'username',{% print username %}
,Output the contents of the variable 'username',{% print username %}
,Print the variable 'username' to the console,{% print username %}
,Define the variable 'price',{{price}}
,Establish the variable 'price',{{price}}
,Create the variable 'price',{{price}}
,Transform the string 'HELLO' into lowercase and display it.,{% print lower('HELLO') %}
,Change the string 'HELLO' to lowercase and output it.,{% print lower('HELLO') %}
,Convert the string 'HELLO' to lowercase and print it out.,{% print lower('HELLO') %}
,Change the string 'HELLO' to lowercase and show it.,{{ lower('HELLO') }}
,Convert the string 'HELLO' to lowercase and print it.,{{ lower('HELLO') }}
,Transform the variable 'name' into title case and display it,{{ title(name) }}
,Change the variable 'name' to title case and show it,{{ title(name) }}
,Convert the variable 'name' to title case and output it,{{ title(name) }}
,Convert the number 25 into a string and assign it to the variable 'age_str'.,{% set age_str = 25 | string %}
,Change the integer 25 to a string and store it in the variable 'age_str'.,{% set age_str = 25 | string %}
,Transform the number 25 into a string and place it in the variable 'age_str'.,{% set age_str = 25 | string %}
,Merge 'Hello' and 'World' to form a single string,{{ 'Hello' ~ 'World' }}
,Join 'Hello' and 'World' into a cohesive sequence,{{ 'Hello' ~ 'World' }}
,Combine 'Hello' and 'World' to create a unified output,{{ 'Hello' ~ 'World' }}
,Merge 'Hello' and 'World' and display the outcome,{% set str = 'Hello' ~ 'World' %} {% print str %}
,Join 'Hello' and 'World' and output the result,{% set str = 'Hello' ~ 'World' %} {% print str %}
,Combine 'Hello' and 'World' and print the final product,{% set str = 'Hello' ~ 'World' %} {% print str %}
,Concatenate the 'first_name' and 'last_name' variables with a space and display the result,{% print first_name ~ ' ' ~ last_name %}
,Merge the 'first_name' and 'last_name' variables with a space and output the combined string,{% print first_name ~ ' ' ~ last_name %}
,Join the 'first_name' and 'last_name' variables with a space and print the concatenated string,{% print first_name ~ ' ' ~ last_name %}
,Integrate the 'first_name' and 'last_name' variables with a space and present the final string,{{ first_name ~ ' ' ~ last_name }}
,Display the message 'Error: Not found',{% print 'Error: Not found' %}
,Output the text 'Error: Not found',{% print 'Error: Not found' %}
,Print the string 'Error: Not found' to the console,{% print 'Error: Not found' %}
,Express the value of zero,{{ 0 }}
,Transform the figure of zero,{{ 0 }}
,Convert the numeral zero,{{ 0 }}
,Transform 'Customer Service' into lowercase and display it,{% print lower('Customer Service') %}
,Change 'Customer Service' to lowercase and print it,{% print lower('Customer Service') %}
,Lowercase 'Customer Service' and print it,{% print lower('Customer Service') %}
,Transform the variable 'title' into uppercase and display it,Error : Title is a reserved keyword in Blended. It cannot be used as variable nam
,Change the variable 'title' to uppercase and show it,Error : Title is a reserved keyword in Blended. It cannot be used as variable nam
,Convert the variable 'title' to uppercase and print it,Error : Title is a reserved keyword in Blended. It cannot be used as variable nam
,Transform 'home page' into title case and display it,{{ title('home page') }}
,Change 'home page' to title case and output it,{{ title('home page') }}
,Convert 'home page' to title case and show it,{{ title('home page') }}
,Express the value of -5,{{ -5 }}
,Convert the integer -5 into its numerical representation,{{ -5 }}
,What is the numerical equivalent of -5,{{ -5 }}
,Transform 'DATABASE' into lowercase and display it,{% print lower('DATABASE') %}
,Change 'DATABASE' to lowercase and output it,{% print lower('DATABASE') %}
,Convert 'DATABASE' to lowercase and print it,{% print lower('DATABASE') %}
,Transform 'api endpoint' into title case and display it,{{ title('api endpoint') }}
,Change 'api endpoint' to title case and output it,{{ title('api endpoint') }}
,Convert 'api endpoint' to title case and show it,{{ title('api endpoint') }}
,Convert the number 0 to a string and assign it to the variable 'zero_str'.,{% set zero_str = '0' %}
,Change the integer 0 into a string and store it in the variable 'zero_str'.,{% set zero_str = '0' %}
,Transform the number 0 into a string and save it in the variable 'zero_str'.,{% set zero_str = '0' %}
,"Generate a list containing the numbers 1, 2, and 3","{% set temp = [1, 2, 3] %} {% print temp | string %}"
,"Compile a list with the elements 1, 2, and 3","{% set temp = [1, 2, 3] %} {% print temp | string %}"
,"Formulate a list that includes the numbers 1, 2, and 3","{% set temp = [1, 2, 3] %} {% print temp | string %}"
,Transform the boolean value into a 'true' state,{% set temp = true %} {% print temp | string %}
,Convert the boolean value to 'true',{% set temp = true %} {% print temp | string %}
,Change the boolean value to 'true',{% set temp = true %} {% print temp | string %}
,Display the message 'Success!',{% print  'Success!' %}
,Output the string 'Success!',{% print  'Success!' %}
,Print the text 'Success!',{% print  'Success!' %}
,Express the value of 3.14,{{ 3.14 }}
,Convert the decimal 3.14 into a numerical representation,{{ 3.14 }}
,Determine the numerical equivalent of 3.14,{{ 3.14 }}
,Transform 'ADMIN' into lowercase and display it,{% print lower('ADMIN') %}
,Change 'ADMIN' to lowercase and output it,{% print lower('ADMIN') %}
,Convert 'ADMIN' to lowercase and print it,{% print lower('ADMIN') %}
,Transform the variable 'department' into uppercase and display it,{{ upper(department) }}
,Change the variable 'department' to uppercase and show it,{{ upper(department) }}
,Convert the variable 'department' to uppercase and print it,{{ upper(department) }}
,Transform 'user profile' into title case and display it,{% print title('user profile') %}
,Change 'user profile' to title case and print it,{% print title('user profile') %}
,Convert 'user profile' to title case and output it,{% print title('user profile') %}
,"Transform the variable 'country' to uppercase, concatenate it with the variable 'city', and then display the result.",{% set temp = upper(country) ~ city %} {% print  temp %}
,"Change the variable 'country' to uppercase, merge it with the variable 'city', and finally output the combined string.",{% set temp = upper(country) ~ city %} {% print  temp %}
,"Convert the variable 'country' to uppercase, append it to the variable 'city', and then print the merged string.",{% set temp = upper(country) ~ city %} {% print  temp %}
,"Define a variable named 'num' and assign it the value 1000. Next, concatenate 'num' with the string '12' and display the result.","{% set num = 1000 %}
{{ num | string ~ '12' }}"
,"Create a variable 'num' and set it to 1000. Then, append '12' to 'num' and print the combined value.","{% set num = 1000 %}
{{ num | string ~ '12' }}"
,"Declare a variable 'num' and initialize it with 1000. Finally, concatenate 'num' with '12' and output the result.","{% set num = 1000 %}
{{ num | string ~ '12' }}"
,Transform 'SYSTEM' into lowercase and display it,{% print lower('SYSTEM') %}
,Change 'SYSTEM' to lowercase and output it,{% print lower('SYSTEM') %}
,Convert 'SYSTEM' to lowercase and print it,{% print lower('SYSTEM') %}
,Transform 'contact us' into title case and display it,{{ title('contact us')}}
,Change 'contact us' to title case and output it,{{ title('contact us')}}
,Convert 'contact us' to title case and show it,{{ title('contact us')}}
,"If the score is 60 or higher, set the variable 'result' to 'pass'; otherwise, set it to 'fail'. Finally, print the value of 'result'.",{% set result = '' %} {% if score >= 60 %} {% set result = 'pass' %} {% else %} {% set result = 'fail' %} {% endif %} {% print result %}
,"If the score is 60 or more, assign 'pass' to the variable 'result'; otherwise, assign 'fail'. Then, display the value of 'result'.",{% set result = '' %} {% if score >= 60 %} {% set result = 'pass' %} {% else %} {% set result = 'fail' %} {% endif %} {% print result %}
,"If the score is 60 or above, set 'result' to 'pass'; otherwise, set it to 'fail'. Lastly, output the value of 'result'.",{% set result = '' %} {% if score >= 60 %} {% set result = 'pass' %} {% else %} {% set result = 'fail' %} {% endif %} {% print result %}
,"If the time is less than 12, set the variable 'greeting' to 'Good morning'; otherwise, set it to 'Good evening'. Finally, print the value of 'greeting'.",{% set greeting = '' %} {% if time < 12 %} {% set greeting = 'Good morning' %} {% else %} {% set greeting = 'Good evening' %} {% endif %} {{greeting}}
,"If the time is before 12, assign 'Good morning' to 'greeting'; otherwise, assign 'Good evening' to 'greeting'. Then, display the value of 'greeting'.",{% set greeting = '' %} {% if time < 12 %} {% set greeting = 'Good morning' %} {% else %} {% set greeting = 'Good evening' %} {% endif %} {{greeting}}
,"If the time is earlier than 12, set 'greeting' to 'Good morning'; otherwise, set it to 'Good evening'. Lastly, output the value of 'greeting'.",{% set greeting = '' %} {% if time < 12 %} {% set greeting = 'Good morning' %} {% else %} {% set greeting = 'Good evening' %} {% endif %} {{greeting}}
,"If the role is 'admin', set the variable 'access' to 'granted'; otherwise, set it to 'denied'. Then, render the variable.",{% set access = '' %} {% if role == 'admin' %} {% set access = 'granted' %} {% else %} {% set access = 'denied' %} {% endif %} {{access}}
,"If the role is 'admin', assign 'granted' to the variable 'access'; otherwise, assign 'denied'. Finally, display the variable.",{% set access = '' %} {% if role == 'admin' %} {% set access = 'granted' %} {% else %} {% set access = 'denied' %} {% endif %} {{access}}
,"If the role is 'admin', set 'access' to 'granted'; otherwise, set it to 'denied'. Afterward, output the variable.",{% set access = '' %} {% if role == 'admin' %} {% set access = 'granted' %} {% else %} {% set access = 'denied' %} {% endif %} {{access}}
,"Transform the variable 'email' to lowercase, then append '@domain.com' and display the result.",{% set temp = lower(email)  ~ '@domain.com' %} {% print temp %}
,"Change the variable 'email' to lowercase, then add '@domain.com' and print the outcome.",{% set temp = lower(email)  ~ '@domain.com' %} {% print temp %}
,"Convert the variable 'email' to lowercase, then merge it with '@domain.com' and show the result.",{% set temp = lower(email)  ~ '@domain.com' %} {% print temp %}
,"Transform 'PRODUCT NAME' into title case, then append ' - Available' and display the result.",{% set temp = title('PRODUCT NAME')  ~ '- Available' %} {% print temp %}
,"Change 'PRODUCT NAME' to title case, then add ' - Available' and show the final output.",{% set temp = title('PRODUCT NAME')  ~ '- Available' %} {% print temp %}
,"Convert 'PRODUCT NAME' to title case, then append ' - Available' and display the outcome.",{% set temp = title('PRODUCT NAME')  ~ '- Available' %} {% print temp %}
,"If active is true, set the variable 'status' to 'online'; otherwise, set it to 'offline'. Convert the variable to uppercase and print it.",{% set status = '' %} {% if active%} {% set status = 'online'%} {% else %} {% set status = 'offline' %} {% endif %} {% print upper(status) %}
,"If active is true, set 'status' to 'online'; otherwise, set it to 'offline'. Convert the variable to uppercase and display it.",{% set status = '' %} {% if active%} {% set status = 'online'%} {% else %} {% set status = 'offline' %} {% endif %} {% print upper(status) %}
,"If active is true, set 'status' to 'online'; otherwise, set it to 'offline'. Convert the variable to uppercase and output it.",{% set status = '' %} {% if active%} {% set status = 'online'%} {% else %} {% set status = 'offline' %} {% endif %} {% print upper(status) %}
,"Transform the variable 'title' to lowercase, then assign the result to 'formatted_title', and finally print it with ' - draft' appended.",Error : Title is a reserved keyword in Blended. It cannot be used as variable name
,"Change the variable 'title' to lowercase, then set 'formatted_title' to the lowercase version of 'title' concatenated with ' - draft', and then print the result.",Error : Title is a reserved keyword in Blended. It cannot be used as variable name
,"Convert the variable 'title' to lowercase, then set 'formatted_title' to the lowercase version of 'title' followed by ' - draft', and then print the final result.",Error : Title is a reserved keyword in Blended. It cannot be used as variable name
,"If returning_user is true, set variable 'message' to 'Welcome back', otherwise set it to 'Welcome'. Then, print the result followed by '!'",{% set message = '' %} {% if returning_user %} {% set message = 'Welcome back' %} {% else %} {% set message = 'Welcome' %} {% endif %} {% print message ~ '!' %}
,"If returning_user is true, assign 'Welcome back' to variable 'message', otherwise assign 'Welcome'. Finally, output the result concatenated with '!'",{% set message = '' %} {% if returning_user %} {% set message = 'Welcome back' %} {% else %} {% set message = 'Welcome' %} {% endif %} {% print message ~ '!' %}
,"If returning_user is true, set 'message' to 'Welcome back', otherwise set it to 'Welcome'. Then, display the result with '!' appended",{% set message = '' %} {% if returning_user %} {% set message = 'Welcome back' %} {% else %} {% set message = 'Welcome' %} {% endif %} {% print message ~ '!' %}
,"If urgent is true, set the variable 'priority' to 'high'; otherwise, set it to 'normal'. Convert the variable to uppercase and print it.",{% set priority = '' %} {% if urgent %} {% set priority = 'high' %} {% else %} {% set priority = 'normal' %} {% endif %} {% print upper(priority) %}
,"If urgent is true, set 'priority' to 'high'; otherwise, set it to 'normal'. Convert the variable to uppercase and display it.",{% set priority = '' %} {% if urgent %} {% set priority = 'high' %} {% else %} {% set priority = 'normal' %} {% endif %} {% print upper(priority) %}
,"If urgent is true, set 'priority' to 'high'; otherwise, set it to 'normal'. Convert the variable to uppercase and output it.",{% set priority = '' %} {% if urgent %} {% set priority = 'high' %} {% else %} {% set priority = 'normal' %} {% endif %} {% print upper(priority) %}
,"Join 'first_name' and 'last_name' with a space, then convert to title case and display the result.",{{ title(first_name ~ ' ' ~ last_name) }}
,"Concatenate 'first_name' and 'last_name' with a space, and then transform the combined string into title case.",{{ title(first_name ~ ' ' ~ last_name) }}
,"Meld 'first_name' and 'last_name' with a space, and then convert the resulting string to title case.",{{ title(first_name ~ ' ' ~ last_name) }}
,"If development is true, set the variable 'mode' to 'debug'; otherwise, set it to 'production'. Then, print 'Mode: ' + mode.",{% set mode = '' %} {% if development %} {% set mode = 'debug' %} {% else %} {% set mode = 'production' %} {% endif %} {% print 'Mode: ' ~ mode %}
